formula,band_gap,elements
Na2(GaSb)3,0.19130000000000003,"['Ga', 'Na', 'Sb']"
Na2(NbS2)3,0.0,"['Na', 'Nb', 'S']"
Na2(ReS2)3,1.511299999999999,"['Na', 'Re', 'S']"
Na2(ReSe2)3,1.2810000000000001,"['Na', 'Re', 'Se']"
Na2(TaS2)3,0.0,"['Na', 'S', 'Ta']"
Na2(TaSe2)3,0.0,"['Na', 'Se', 'Ta']"
Na20Zn7Sn12,0.0228,"['Na', 'Sn', 'Zn']"
Na20Zn8Sn11,0.023199999999999003,"['Na', 'Sn', 'Zn']"
Na21S7Cl(O14F3)2,4.9055,"['Cl', 'F', 'Na', 'O', 'S']"
Na22CaFe6P12(O8F)6,2.4256,"['Ca', 'F', 'Fe', 'Na', 'O', 'P']"
Na26Cd141,0.0,"['Cd', 'Na']"
Na2AgAs,0.7266,"['Ag', 'As', 'Na']"
Na2AgF4,0.561299999999999,"['Ag', 'F', 'Na']"
Na2AgSb,0.654999999999999,"['Ag', 'Na', 'Sb']"
Na2Al2As3,1.5317999999999992,"['Al', 'As', 'Na']"
Na2Al2B2O7,4.3384,"['Al', 'B', 'Na', 'O']"
Na2Al2Si3(HO3)4,4.538200000000001,"['Al', 'H', 'Na', 'O', 'Si']"
Na2AlPCO7,5.0719,"['Al', 'C', 'Na', 'O', 'P']"
Na2AlSi3HO9,4.671099999999999,"['Al', 'H', 'Na', 'O', 'Si']"
Na2AsAu,0.41750000000000004,"['As', 'Au', 'Na']"
Na2Au,0.0,"['Au', 'Na']"
Na2B2S5,2.5898,"['B', 'Na', 'S']"
Na2B2Se7,1.4882,"['B', 'Na', 'Se']"
Na2B3HO6,4.8035,"['B', 'H', 'Na', 'O']"
Na2B4O7,4.7673,"['B', 'Na', 'O']"
Na2B8O13,5.555,"['B', 'Na', 'O']"
Na2BHO3,3.810599999999999,"['B', 'H', 'Na', 'O']"
Na2BSO4F3,5.7661999999999995,"['B', 'F', 'Na', 'O', 'S']"
Na2Be(GeO3)2,3.4171,"['Be', 'Ge', 'Na', 'O']"
Na2Be(SiO3)2,4.7889,"['Be', 'Na', 'O', 'Si']"
Na2Be2(SiO3)3,4.8522,"['Be', 'Na', 'O', 'Si']"
Na2BeB2O5,4.7156,"['B', 'Be', 'Na', 'O']"
Na2BeCl4,5.4555,"['Be', 'Cl', 'Na']"
Na2BeF4,6.6745,"['Be', 'F', 'Na']"
Na2BeH4,4.5899,"['Be', 'H', 'Na']"
Na2BeO2,2.725,"['Be', 'Na', 'O']"
Na2BeSiO4,4.5475,"['Be', 'Na', 'O', 'Si']"
Na2BiAsCO7,3.480299999999999,"['As', 'Bi', 'C', 'Na', 'O']"
Na2BiAu,0.30699999999999905,"['Au', 'Bi', 'Na']"
Na2BiO3,0.0,"['Bi', 'Na', 'O']"
Na2BiPCO7,3.6596,"['Bi', 'C', 'Na', 'O', 'P']"
Na2CN2,3.024,"['C', 'N', 'Na']"
Na2CO3,4.1922,"['C', 'Na', 'O']"
Na2Ca(SO4)2,5.4849,"['Ca', 'Na', 'O', 'S']"
Na2Ca17V2(PO4)14,1.959299999999999,"['Ca', 'Na', 'O', 'P', 'V']"
Na2Ca2(CO3)3,4.788699999999999,"['C', 'Ca', 'Na', 'O']"
Na2Ca3Si3O10,4.375500000000001,"['Ca', 'Na', 'O', 'Si']"
Na2Ca4YZrSi4(O5F)3,4.6913,"['Ca', 'F', 'Na', 'O', 'Si', 'Y', 'Zr']"
Na2Ca4ZrNbSi4O17F,4.0396,"['Ca', 'F', 'Na', 'Nb', 'O', 'Si', 'Zr']"
Na2Ca5Zr3(SO4)12,2.7269,"['Ca', 'Na', 'O', 'S', 'Zr']"
Na2CaMg(PO4)2,5.336,"['Ca', 'Mg', 'Na', 'O', 'P']"
Na2CaMg5Si8(O11F)2,4.5395,"['Ca', 'F', 'Mg', 'Na', 'O', 'Si']"
Na2CaP2O7,4.962,"['Ca', 'Na', 'O', 'P']"
Na2CaPO4F,4.7508,"['Ca', 'F', 'Na', 'O', 'P']"
Na2CaPb3(CO3)5,3.7438000000000002,"['C', 'Ca', 'Na', 'O', 'Pb']"
Na2CaSn2(GeO4)3,2.495199999999999,"['Ca', 'Ge', 'Na', 'O', 'Sn']"
Na2CaTi2(GeO4)3,2.6301,"['Ca', 'Ge', 'Na', 'O', 'Ti']"
Na2CaVP2O9,2.5752,"['Ca', 'Na', 'O', 'P', 'V']"
Na2CaZrSi2O7F2,4.6892,"['Ca', 'F', 'Na', 'O', 'Si', 'Zr']"
Na2Cd(GeS3)2,2.2385,"['Cd', 'Ge', 'Na', 'S']"
Na2Cd(SO4)2,3.8287,"['Cd', 'Na', 'O', 'S']"
Na2Cd3(P2O7)2,3.0538,"['Cd', 'Na', 'O', 'P']"
Na2Cd3Si3O10,2.453299999999999,"['Cd', 'Na', 'O', 'Si']"
Na2CdH4(SeO5)2,2.8694,"['Cd', 'H', 'Na', 'O', 'Se']"
Na2CdO2,0.7846000000000001,"['Cd', 'Na', 'O']"
Na2CdPb,0.0,"['Cd', 'Na', 'Pb']"
Na2CdSn,0.0,"['Cd', 'Na', 'Sn']"
Na2CdSnS4,1.9501,"['Cd', 'Na', 'S', 'Sn']"
Na2CeF6,2.226,"['Ce', 'F', 'Na']"
Na2CeO3,2.294599999999999,"['Ce', 'Na', 'O']"
Na2Co(NO3)4,3.1828,"['Co', 'N', 'Na', 'O']"
Na2Co5Mo4(ClO4)4,2.358199999999999,"['Cl', 'Co', 'Mo', 'Na', 'O']"
Na2CoAsCO7,0.834499999999999,"['As', 'C', 'Co', 'Na', 'O']"
Na2CoGeO4,1.9531,"['Co', 'Ge', 'Na', 'O']"
Na2CoNiF7,1.4955,"['Co', 'F', 'Na', 'Ni']"
Na2CoO3,0.0,"['Co', 'Na', 'O']"
Na2Cr2O7,2.5265,"['Cr', 'Na', 'O']"
Na2CrAsCO7,2.8794,"['As', 'C', 'Cr', 'Na', 'O']"
Na2CrH2F8,1.589,"['Cr', 'F', 'H', 'Na']"
Na2CrNiF7,4.0783,"['Cr', 'F', 'Na', 'Ni']"
Na2CrO4,2.8731,"['Cr', 'Na', 'O']"
Na2CrPCO7,1.6749,"['C', 'Cr', 'Na', 'O', 'P']"
Na2Cu(CO3)2,0.5033000000000001,"['C', 'Cu', 'Na', 'O']"
Na2Cu(NO3)4,0.6062000000000001,"['Cu', 'N', 'Na', 'O']"
Na2Cu(PO3)4,0.8701999999999991,"['Cu', 'Na', 'O', 'P']"
Na2CuAs,0.6542999999999991,"['As', 'Cu', 'Na']"
Na2CuAsCO7,0.0,"['As', 'C', 'Cu', 'Na', 'O']"
Na2CuF4,0.9147000000000001,"['Cu', 'F', 'Na']"
Na2CuP,0.6575000000000001,"['Cu', 'Na', 'P']"
Na2CuP2O7,0.4979,"['Cu', 'Na', 'O', 'P']"
Na2CuPCO7,0.0,"['C', 'Cu', 'Na', 'O', 'P']"
Na2CuSbS3,1.2419,"['Cu', 'Na', 'S', 'Sb']"
Na2Dy2B2TeO10,2.8880999999999992,"['B', 'Dy', 'Na', 'O', 'Te']"
Na2Er2B2O7,4.35,"['B', 'Er', 'Na', 'O']"
Na2Er2B2TeO10,2.9645,"['B', 'Er', 'Na', 'O', 'Te']"
Na2EuC(OF)3,0.0246,"['C', 'Eu', 'F', 'Na', 'O']"
Na2Fe2F7,0.0,"['F', 'Fe', 'Na']"
Na2FeAsCO7,2.1663,"['As', 'C', 'Fe', 'Na', 'O']"
Na2FeNiF7,2.7689999999999992,"['F', 'Fe', 'Na', 'Ni']"
Na2FeO3,1.8938000000000001,"['Fe', 'Na', 'O']"
Na2FePCO7,2.373199999999999,"['C', 'Fe', 'Na', 'O', 'P']"
Na2FePO4F,3.5279,"['F', 'Fe', 'Na', 'O', 'P']"
Na2Ga2As3,1.0249,"['As', 'Ga', 'Na']"
Na2Ga2GeS6,2.6215,"['Ga', 'Ge', 'Na', 'S']"
Na2Ga2Se3,1.362699999999999,"['Ga', 'Na', 'Se']"
Na2GaNiF7,4.1,"['F', 'Ga', 'Na', 'Ni']"
Na2GaPCO7,3.9935,"['C', 'Ga', 'Na', 'O', 'P']"
Na2Gd2B2O7,3.061,"['B', 'Gd', 'Na', 'O']"
Na2Gd2MgSi4(O6F)2,3.4316,"['F', 'Gd', 'Mg', 'Na', 'O', 'Si']"
Na2Gd4NCl9O,2.1724,"['Cl', 'Gd', 'N', 'Na', 'O']"
Na2Ge(S2O7)3,4.067,"['Ge', 'Na', 'O', 'S']"
Na2Ge2S5,2.514199999999999,"['Ge', 'Na', 'S']"
Na2Ge2Se5,1.4997,"['Ge', 'Na', 'Se']"
Na2GeF6,5.7875,"['F', 'Ge', 'Na']"
Na2GeN2,2.1512000000000002,"['Ge', 'N', 'Na']"
Na2GeO3,2.9873000000000003,"['Ge', 'Na', 'O']"
Na2GeS3,2.4515000000000002,"['Ge', 'Na', 'S']"
Na2GeSe3,1.6256,"['Ge', 'Na', 'Se']"
Na2GeTeO6,2.6629,"['Ge', 'Na', 'O', 'Te']"
Na2H2Pd,0.0,"['H', 'Na', 'Pd']"
Na2H4Pd,2.2472,"['H', 'Na', 'Pd']"
Na2H4Pt,2.1188,"['H', 'Na', 'Pt']"
Na2H6Pt,3.6156,"['H', 'Na', 'Pt']"
Na2H6PtO6,2.6137,"['H', 'Na', 'O', 'Pt']"
Na2HF4,1.3565,"['F', 'H', 'Na']"
Na2Hf2O5,1.9603000000000002,"['Hf', 'Na', 'O']"
Na2Hf3Mg5(SO4)12,3.493899999999999,"['Hf', 'Mg', 'Na', 'O', 'S']"
Na2HfMg3(SO4)6,2.7772,"['Hf', 'Mg', 'Na', 'O', 'S']"
Na2Hg3S4,1.6498,"['Hg', 'Na', 'S']"
Na2HgO2,1.6474000000000002,"['Hg', 'Na', 'O']"
Na2HgS2,2.1799,"['Hg', 'Na', 'S']"
Na2Ho2B2TeO10,2.9344,"['B', 'Ho', 'Na', 'O', 'Te']"
Na2In,0.0,"['In', 'Na']"
Na2In2GeS6,2.190699999999999,"['Ge', 'In', 'Na', 'S']"
Na2In2GeSe6,1.3672,"['Ge', 'In', 'Na', 'Se']"
Na2In2SiS6,2.2375,"['In', 'Na', 'S', 'Si']"
Na2InNiF7,3.8608000000000002,"['F', 'In', 'Na', 'Ni']"
Na2InPCO7,2.7683,"['C', 'In', 'Na', 'O', 'P']"
Na2IrO3,0.0,"['Ir', 'Na', 'O']"
Na2Li3CoO4,1.483699999999999,"['Co', 'Li', 'Na', 'O']"
Na2Li3FeO4,3.032299999999999,"['Fe', 'Li', 'Na', 'O']"
Na2Li3GaO4,3.5213,"['Ga', 'Li', 'Na', 'O']"
Na2LiAlH6,3.1678,"['Al', 'H', 'Li', 'Na']"
Na2LiAlP2,1.992999999999999,"['Al', 'Li', 'Na', 'P']"
Na2LiAu3,0.0,"['Au', 'Li', 'Na']"
Na2LiB5(PO7)2,5.5805,"['B', 'Li', 'Na', 'O', 'P']"
Na2LiBe2F7,6.9483,"['Be', 'F', 'Li', 'Na']"
Na2LiGaAs2,1.2155,"['As', 'Ga', 'Li', 'Na']"
Na2LiY(Si2O5)3,4.7198,"['Li', 'Na', 'O', 'Si', 'Y']"
Na2Lu2B2TeO10,2.9727,"['B', 'Lu', 'Na', 'O', 'Te']"
Na2Lu3Te4(IO4)3,2.2596,"['I', 'Lu', 'Na', 'O', 'Te']"
Na2LuC2O6F,4.8126999999999995,"['C', 'F', 'Lu', 'Na', 'O']"
Na2Mg(CO3)2,4.4192,"['C', 'Mg', 'Na', 'O']"
Na2Mg2NiH6,1.7138,"['H', 'Mg', 'Na', 'Ni']"
Na2Mg2P3NO9,5.2409,"['Mg', 'N', 'Na', 'O', 'P']"
Na2Mg3(MoO4)4,3.6565000000000003,"['Mg', 'Mo', 'Na', 'O']"
Na2Mg3Sn(SO4)6,0.419699999999999,"['Mg', 'Na', 'O', 'S', 'Sn']"
Na2Mg3Ti(SO4)6,0.328899999999999,"['Mg', 'Na', 'O', 'S', 'Ti']"
Na2Mg3Zr(SO4)6,2.0692,"['Mg', 'Na', 'O', 'S', 'Zr']"
Na2Mg5(MoO4)6,3.7513,"['Mg', 'Mo', 'Na', 'O']"
Na2Mg5Sn3(SO4)12,1.4839,"['Mg', 'Na', 'O', 'S', 'Sn']"
Na2Mg5Ti3(SO4)12,1.5367000000000002,"['Mg', 'Na', 'O', 'S', 'Ti']"
Na2Mg5Zr3(SO4)12,2.849199999999999,"['Mg', 'Na', 'O', 'S', 'Zr']"
Na2MgAlF7,6.656,"['Al', 'F', 'Mg', 'Na']"
Na2MgCrF7,4.2549,"['Cr', 'F', 'Mg', 'Na']"
Na2MgFeF7,3.904099999999999,"['F', 'Fe', 'Mg', 'Na']"
Na2MgGaF7,5.8978,"['F', 'Ga', 'Mg', 'Na']"
Na2MgGeO4,3.2678000000000003,"['Ge', 'Mg', 'Na', 'O']"
Na2MgInF7,5.0348,"['F', 'In', 'Mg', 'Na']"
Na2MgPO4F,4.736000000000001,"['F', 'Mg', 'Na', 'O', 'P']"
Na2MgPb,0.0,"['Mg', 'Na', 'Pb']"
Na2MgScF7,6.2972,"['F', 'Mg', 'Na', 'Sc']"
Na2MgSiO4,3.7488,"['Mg', 'Na', 'O', 'Si']"
Na2MgSn,0.0,"['Mg', 'Na', 'Sn']"
Na2MgVF7,2.5192,"['F', 'Mg', 'Na', 'V']"
Na2Mn(PO3)5,1.3872,"['Mn', 'Na', 'O', 'P']"
Na2Mn2Cd(PO4)3,0.081399999999999,"['Cd', 'Mn', 'Na', 'O', 'P']"
Na2Mn2O3,0.0,"['Mn', 'Na', 'O']"
Na2Mn2S3,0.49150000000000005,"['Mn', 'Na', 'S']"
Na2Mn2Se3,0.0,"['Mn', 'Na', 'Se']"
Na2Mn2Si2O7,2.498499999999999,"['Mn', 'Na', 'O', 'Si']"
Na2Mn3(PO4)3,0.061900000000000004,"['Mn', 'Na', 'O', 'P']"
Na2Mn3O7,1.405699999999999,"['Mn', 'Na', 'O']"
Na2MnAsCO7,0.7056,"['As', 'C', 'Mn', 'Na', 'O']"
Na2MnF5,1.693,"['F', 'Mn', 'Na']"
Na2MnH4(SeO5)2,2.38,"['H', 'Mn', 'Na', 'O', 'Se']"
Na2MnO3,1.9179,"['Mn', 'Na', 'O']"
Na2MnPCO7,0.6287,"['C', 'Mn', 'Na', 'O', 'P']"
Na2MnPO4F,0.0,"['F', 'Mn', 'Na', 'O', 'P']"
Na2Mo2O7,3.2222,"['Mo', 'Na', 'O']"
Na2Mo2Se2O11,2.7771999999999992,"['Mo', 'Na', 'O', 'Se']"
Na2MoH2O3F4,3.654099999999999,"['F', 'H', 'Mo', 'Na', 'O']"
Na2MoO4,4.3983,"['Mo', 'Na', 'O']"
Na2MoSeO6,3.6578,"['Mo', 'Na', 'O', 'Se']"
Na2Nb18Tl7(PO8)9,2.2223,"['Na', 'Nb', 'O', 'P', 'Tl']"
Na2Nb2(P2O7)3,2.6478,"['Na', 'Nb', 'O', 'P']"
Na2Nb3O6,0.0,"['Na', 'Nb', 'O']"
Na2Nb4Se4O19,2.3695,"['Na', 'Nb', 'O', 'Se']"
Na2Nb5In3(PO4)12,1.9594,"['In', 'Na', 'Nb', 'O', 'P']"
Na2NbAsO6,3.1214,"['As', 'Na', 'Nb', 'O']"
Na2NbF6,0.29609999999999903,"['F', 'Na', 'Nb']"
Na2Nd2B2O7,4.421099999999999,"['B', 'Na', 'Nd', 'O']"
Na2Nd4NCl9O,3.8236,"['Cl', 'N', 'Na', 'Nd', 'O']"
Na2Ni2(B4O7)3,3.7742999999999993,"['B', 'Na', 'Ni', 'O']"
Na2NiH4(SeO5)2,3.1791,"['H', 'Na', 'Ni', 'O', 'Se']"
Na2NiH8(SO6)2,4.58,"['H', 'Na', 'Ni', 'O', 'S']"
Na2NiPO4F,4.3816,"['F', 'Na', 'Ni', 'O', 'P']"
Na2O,1.8736000000000002,"['Na', 'O']"
Na2O2,1.7361,"['Na', 'O']"
Na2OsO4,0.25930000000000003,"['Na', 'O', 'Os']"
Na2P2H2O7,5.215,"['H', 'Na', 'O', 'P']"
Na2P2PbO7,4.2908,"['Na', 'O', 'P', 'Pb']"
Na2P2PdO7,1.6031,"['Na', 'O', 'P', 'Pd']"
Na2P3HO9,5.2321,"['H', 'Na', 'O', 'P']"
Na2PHO3,5.5817,"['H', 'Na', 'O', 'P']"
Na2PHO4,4.7491,"['H', 'Na', 'O', 'P']"
Na2PS3,2.6345,"['Na', 'P', 'S']"
Na2PSe3,1.7908,"['Na', 'P', 'Se']"
Na2PbO2,2.4667,"['Na', 'O', 'Pb']"
Na2PbO3,1.2504,"['Na', 'O', 'Pb']"
Na2Pd(NO3)4,1.7034,"['N', 'Na', 'O', 'Pd']"
Na2Pd(S4O13)2,1.545599999999999,"['Na', 'O', 'Pd', 'S']"
Na2Pd(SeO4)2,1.7401,"['Na', 'O', 'Pd', 'Se']"
Na2Pd3O4,0.4208,"['Na', 'O', 'Pd']"
Na2PdCl4,1.1864,"['Cl', 'Na', 'Pd']"
Na2PdF4,1.2356,"['F', 'Na', 'Pd']"
Na2PdF6,2.0894,"['F', 'Na', 'Pd']"
Na2PdO3,0.8889999999999991,"['Na', 'O', 'Pd']"
Na2PdS2,0.9447999999999991,"['Na', 'Pd', 'S']"
Na2PdSe2,0.6253000000000001,"['Na', 'Pd', 'Se']"
Na2Pr4Br9NO,3.3379,"['Br', 'N', 'Na', 'O', 'Pr']"
Na2PtF6,2.7424,"['F', 'Na', 'Pt']"
Na2PtO2,1.463299999999999,"['Na', 'O', 'Pt']"
Na2PtO3,1.5488,"['Na', 'O', 'Pt']"
Na2PtS2,1.1433,"['Na', 'Pt', 'S']"
Na2PtSe2,0.8690000000000001,"['Na', 'Pt', 'Se']"
Na2ReO3,1.995499999999999,"['Na', 'O', 'Re']"
Na2RuO3,0.0,"['Na', 'O', 'Ru']"
Na2RuO4,0.0,"['Na', 'O', 'Ru']"
Na2S,2.4399,"['Na', 'S']"
Na2S2O7,5.1013,"['Na', 'O', 'S']"
Na2S5,1.7772000000000001,"['Na', 'S']"
Na2SO4,4.9903,"['Na', 'O', 'S']"
Na2Sb4O7,3.0649,"['Na', 'O', 'Sb']"
Na2SbAu,0.361799999999999,"['Au', 'Na', 'Sb']"
Na2SbF5,4.8247,"['F', 'Na', 'Sb']"
Na2SbPCO7,4.019,"['C', 'Na', 'O', 'P', 'Sb']"
Na2SbSO4F3,4.4339,"['F', 'Na', 'O', 'S', 'Sb']"
Na2Sc3Nb5(PO4)12,1.9543,"['Na', 'Nb', 'O', 'P', 'Sc']"
Na2Sc3Ta5(PO4)12,2.6845,"['Na', 'O', 'P', 'Sc', 'Ta']"
Na2ScPCO7,4.351,"['C', 'Na', 'O', 'P', 'Sc']"
Na2Se,2.0153,"['Na', 'Se']"
Na2Se2O7,2.8061,"['Na', 'O', 'Se']"
Na2SeO3,4.2235,"['Na', 'O', 'Se']"
Na2SeO4,3.3557,"['Na', 'O', 'Se']"
Na2Si(S2O7)3,5.5087,"['Na', 'O', 'S', 'Si']"
Na2Si2O5,4.4712,"['Na', 'O', 'Si']"
Na2Si2S5,3.599,"['Na', 'S', 'Si']"
Na2Si2Se5,2.6679,"['Na', 'Se', 'Si']"
Na2SiF6,6.9951,"['F', 'Na', 'Si']"
Na2SiO3,3.8657,"['Na', 'O', 'Si']"
Na2Sm2B2O7,4.5183,"['B', 'Na', 'O', 'Sm']"
Na2Sn(S2O7)3,3.5073,"['Na', 'O', 'S', 'Sn']"
Na2Sn3Au,0.0,"['Au', 'Na', 'Sn']"
Na2SnAs2,0.477599999999999,"['As', 'Na', 'Sn']"
Na2SnF6,4.9677,"['F', 'Na', 'Sn']"
Na2SnGe2(HO4)2,2.5175,"['Ge', 'H', 'Na', 'O', 'Sn']"
Na2SnO2,2.2658,"['Na', 'O', 'Sn']"
Na2SnO3,2.7011000000000003,"['Na', 'O', 'Sn']"
Na2SnSe3,1.3646999999999991,"['Na', 'Se', 'Sn']"
Na2Sr2Al2PO4F9,6.0015,"['Al', 'F', 'Na', 'O', 'P', 'Sr']"
Na2Sr3As4,0.543899999999999,"['As', 'Na', 'Sr']"
Na2Sr3P4,0.932099999999999,"['Na', 'P', 'Sr']"
Na2SrAl4(SiO4)4,4.782599999999999,"['Al', 'Na', 'O', 'Si', 'Sr']"
Na2SrMg(PO4)2,4.996499999999999,"['Mg', 'Na', 'O', 'P', 'Sr']"
Na2SrMnV2O8,2.645699999999999,"['Mn', 'Na', 'O', 'Sr', 'V']"
Na2SrSn4,0.0,"['Na', 'Sn', 'Sr']"
Na2SrV3O9,2.251,"['Na', 'O', 'Sr', 'V']"
Na2SrV4O12,2.8729999999999993,"['Na', 'O', 'Sr', 'V']"
Na2Ta2(P2O7)3,3.5105,"['Na', 'O', 'P', 'Ta']"
Na2Ta4O11,3.4629,"['Na', 'O', 'Ta']"
Na2Ta5Al3(PO4)12,2.6079,"['Al', 'Na', 'O', 'P', 'Ta']"
Na2Ta5In3(PO4)12,0.1476,"['In', 'Na', 'O', 'P', 'Ta']"
Na2TcF6,1.5541,"['F', 'Na', 'Tc']"
Na2Te,2.0282,"['Na', 'Te']"
Na2Te2H4O7,3.7367,"['H', 'Na', 'O', 'Te']"
Na2Te2O5,2.9290000000000003,"['Na', 'O', 'Te']"
Na2Te2O7,0.7191000000000001,"['Na', 'O', 'Te']"
Na2Te4MoO12,2.4592,"['Mo', 'Na', 'O', 'Te']"
Na2Te4O9,3.1514,"['Na', 'O', 'Te']"
Na2Te4WO12,2.9425,"['Na', 'O', 'Te', 'W']"
Na2TeH6SO10,2.8737999999999992,"['H', 'Na', 'O', 'S', 'Te']"
Na2TeO3,3.2606,"['Na', 'O', 'Te']"
Na2TeO4,1.8037,"['Na', 'O', 'Te']"
Na2TeS3,1.7828,"['Na', 'S', 'Te']"
Na2TeSe3,1.2031,"['Na', 'Se', 'Te']"
Na2Th(AsO4)2,3.6688,"['As', 'Na', 'O', 'Th']"
Na2Th(PO4)2,4.9443,"['Na', 'O', 'P', 'Th']"
Na2ThF6,6.4738,"['F', 'Na', 'Th']"
Na2Ti2As2O,0.0,"['As', 'Na', 'O', 'Ti']"
Na2Ti2Sb2O,0.0,"['Na', 'O', 'Sb', 'Ti']"
Na2Ti2Se9,0.7175,"['Na', 'Se', 'Ti']"
Na2Ti2Si2O9,2.9482,"['Na', 'O', 'Si', 'Ti']"
Na2Ti3O7,2.9953000000000003,"['Na', 'O', 'Ti']"
Na2Ti3Zn5(SO4)12,1.4862,"['Na', 'O', 'S', 'Ti', 'Zn']"
Na2Ti6O13,2.916699999999999,"['Na', 'O', 'Ti']"
Na2TiF6,4.1813,"['F', 'Na', 'Ti']"
Na2TiFe5(Si3O10)2,2.3118,"['Fe', 'Na', 'O', 'Si', 'Ti']"
Na2TiGeO5,3.2391,"['Ge', 'Na', 'O', 'Ti']"
Na2TiS2O,2.4798,"['Na', 'O', 'S', 'Ti']"
Na2TiSiO5,2.9703,"['Na', 'O', 'Si', 'Ti']"
Na2TiTeO6,2.4574,"['Na', 'O', 'Te', 'Ti']"
Na2TiZn2GeO7,3.0984,"['Ge', 'Na', 'O', 'Ti', 'Zn']"
Na2Tl,0.0,"['Na', 'Tl']"
Na2Tl2B10O17,4.1045,"['B', 'Na', 'O', 'Tl']"
Na2TlBi,0.0,"['Bi', 'Na', 'Tl']"
Na2TlPCO7,1.3248,"['C', 'Na', 'O', 'P', 'Tl']"
Na2TlSb,0.37970000000000004,"['Na', 'Sb', 'Tl']"
Na2Tm2B2TeO10,3.1794000000000002,"['B', 'Na', 'O', 'Te', 'Tm']"
Na2U(WO5)2,2.0214,"['Na', 'O', 'U', 'W']"
Na2U2O7,1.5582,"['Na', 'O', 'U']"
Na2U2Si(O4F)2,2.07,"['F', 'Na', 'O', 'Si', 'U']"
Na2UBr6,0.08660000000000001,"['Br', 'Na', 'U']"
Na2UCl6,0.0,"['Cl', 'Na', 'U']"
Na2UF6,0.0,"['F', 'Na', 'U']"
Na2UF8,2.5956,"['F', 'Na', 'U']"
Na2UI6,0.37920000000000004,"['I', 'Na', 'U']"
Na2UO4,1.866,"['Na', 'O', 'U']"
Na2UP2O9,2.2471,"['Na', 'O', 'P', 'U']"
Na2US3,0.0,"['Na', 'S', 'U']"
Na2UTeO7,1.880799999999999,"['Na', 'O', 'Te', 'U']"
Na2V3O7,2.4946,"['Na', 'O', 'V']"
Na2V3P2O13,1.7762,"['Na', 'O', 'P', 'V']"
Na2VAsCO7,0.9742000000000001,"['As', 'C', 'Na', 'O', 'V']"
Na2VF5,2.4549,"['F', 'Na', 'V']"
Na2VNiF7,2.4654,"['F', 'Na', 'Ni', 'V']"
Na2VOF4,2.991799999999999,"['F', 'Na', 'O', 'V']"
Na2VPCO7,2.152199999999999,"['C', 'Na', 'O', 'P', 'V']"
Na2VPO6,3.294499999999999,"['Na', 'O', 'P', 'V']"
Na2W(OF2)2,4.2853,"['F', 'Na', 'O', 'W']"
Na2W2O7,2.3428,"['Na', 'O', 'W']"
Na2W4O13,1.808499999999999,"['Na', 'O', 'W']"
Na2WO4,4.752099999999999,"['Na', 'O', 'W']"
Na2Y2B2TeO10,2.9002,"['B', 'Na', 'O', 'Te', 'Y']"
Na2Y3Te4(ClO4)3,3.6276,"['Cl', 'Na', 'O', 'Te', 'Y']"
Na2YHC2O7,4.7079,"['C', 'H', 'Na', 'O', 'Y']"
Na2Zn(GeS3)2,2.266499999999999,"['Ge', 'Na', 'S', 'Zn']"
Na2Zn(HO)4,3.0824,"['H', 'Na', 'O', 'Zn']"
Na2Zn(SO4)2,4.6196,"['Na', 'O', 'S', 'Zn']"
Na2Zn(SiO3)2,3.8766,"['Na', 'O', 'Si', 'Zn']"
Na2Zn(SnS3)2,1.7270999999999992,"['Na', 'S', 'Sn', 'Zn']"
Na2Zn2O3,1.2488000000000001,"['Na', 'O', 'Zn']"
Na2Zn2S3,2.1599,"['Na', 'S', 'Zn']"
Na2Zn2Si2O7,3.323,"['Na', 'O', 'Si', 'Zn']"
Na2Zn3(SiO4)2,2.9909,"['Na', 'O', 'Si', 'Zn']"
Na2Zn3H4(Se2O7)2,4.0703,"['H', 'Na', 'O', 'Se', 'Zn']"
Na2Zn5(PO4)4,3.7339,"['Na', 'O', 'P', 'Zn']"
Na2ZnBr4,3.7194000000000003,"['Br', 'Na', 'Zn']"
Na2ZnCl4,4.5763,"['Cl', 'Na', 'Zn']"
Na2ZnFeF7,2.9496,"['F', 'Fe', 'Na', 'Zn']"
Na2ZnGaF7,4.1437,"['F', 'Ga', 'Na', 'Zn']"
Na2ZnGe,0.0,"['Ge', 'Na', 'Zn']"
Na2ZnGe2(HO2)4,3.5206,"['Ge', 'H', 'Na', 'O', 'Zn']"
Na2ZnGeO4,2.6397,"['Ge', 'Na', 'O', 'Zn']"
Na2ZnH4(SeO5)2,3.0449,"['H', 'Na', 'O', 'Se', 'Zn']"
Na2ZnO2,1.4567,"['Na', 'O', 'Zn']"
Na2ZnPHO5,3.6144,"['H', 'Na', 'O', 'P', 'Zn']"
Na2ZnSe2,2.139599999999999,"['Na', 'Se', 'Zn']"
Na2ZnSiO4,3.174299999999999,"['Na', 'O', 'Si', 'Zn']"
Na2Zr(CuS2)2,0.0011,"['Cu', 'Na', 'S', 'Zr']"
Na2Zr12B2I5Cl23,1.2537,"['B', 'Cl', 'I', 'Na', 'Zr']"
Na2ZrF6,6.2566,"['F', 'Na', 'Zr']"
Na2ZrGe2O7,3.6953,"['Ge', 'Na', 'O', 'Zr']"
Na2ZrO3,4.350999999999999,"['Na', 'O', 'Zr']"
Na2ZrS3,1.9267999999999992,"['Na', 'S', 'Zr']"
Na2ZrSe3,1.3166,"['Na', 'Se', 'Zr']"
