formula,band_gap,elements
Na2ZrSi2O7,4.5653,"['Na', 'O', 'Si', 'Zr']"
Na2ZrSi4O11,4.5794999999999995,"['Na', 'O', 'Si', 'Zr']"
Na2ZrSiO5,4.0111,"['Na', 'O', 'Si', 'Zr']"
Na3(CuO2)2,0.0,"['Cu', 'Na', 'O']"
Na3(CuS)4,0.0,"['Cu', 'Na', 'S']"
Na3(GePt)4,0.0,"['Ge', 'Na', 'Pt']"
Na3(Pt3O4)4,0.0,"['Na', 'O', 'Pt']"
Na3(TiS2)10,0.0,"['Na', 'S', 'Ti']"
Na3(VSe2)5,0.1373,"['Na', 'Se', 'V']"
Na3(WO3)10,0.0,"['Na', 'O', 'W']"
Na3AgO2,1.1444,"['Ag', 'Na', 'O']"
Na3AgS2,2.1755,"['Ag', 'Na', 'S']"
Na3Al(AsO4)2,3.3791,"['Al', 'As', 'Na', 'O']"
Na3Al3Si3AgBrO12,3.3352999999999993,"['Ag', 'Al', 'Br', 'Na', 'O', 'Si']"
Na3AlAs2,0.8472000000000001,"['Al', 'As', 'Na']"
Na3AlF6,6.7197,"['Al', 'F', 'Na']"
Na3AlH6,2.8145000000000002,"['Al', 'H', 'Na']"
Na3AlP2,1.346,"['Al', 'Na', 'P']"
Na3AlP2H2O9,4.4885,"['Al', 'H', 'Na', 'O', 'P']"
Na3AlP3NO9,5.1524,"['Al', 'N', 'Na', 'O', 'P']"
Na3AlP8O23,5.2656,"['Al', 'Na', 'O', 'P']"
Na3AlS3,3.3446,"['Al', 'Na', 'S']"
Na3AlSe3,2.383099999999999,"['Al', 'Na', 'Se']"
Na3AlTe3,1.914499999999999,"['Al', 'Na', 'Te']"
Na3As,0.064,"['As', 'Na']"
Na3As4H5O14,3.1313,"['As', 'H', 'Na', 'O']"
Na3As7,1.5304,"['As', 'Na']"
Na3AsO4,3.4645,"['As', 'Na', 'O']"
Na3AsS3,2.5223,"['As', 'Na', 'S']"
Na3AsSe3,2.008099999999999,"['As', 'Na', 'Se']"
Na3AuO2,1.9715,"['Au', 'Na', 'O']"
Na3AuO3,1.7917,"['Au', 'Na', 'O']"
Na3AuS2,2.3085,"['Au', 'Na', 'S']"
Na3B(PO4)2,5.3156,"['B', 'Na', 'O', 'P']"
Na3B20,0.0,"['B', 'Na']"
Na3B2PO5F4,5.6152999999999995,"['B', 'F', 'Na', 'O', 'P']"
Na3B3(HO2)4,4.762799999999999,"['B', 'H', 'Na', 'O']"
Na3B3H2O7,4.7335,"['B', 'H', 'Na', 'O']"
Na3B5Pt9,0.0,"['B', 'Na', 'Pt']"
Na3B5S9,3.512,"['B', 'Na', 'S']"
Na3B5Se9,2.9704,"['B', 'Na', 'Se']"
Na3B6NO13,3.323,"['B', 'N', 'Na', 'O']"
Na3B6PO13,4.9559999999999995,"['B', 'Na', 'O', 'P']"
Na3B7O12,4.9219,"['B', 'Na', 'O']"
Na3BN2,1.6485,"['B', 'N', 'Na']"
Na3BO3,2.9485,"['B', 'Na', 'O']"
Na3BS3,2.5824,"['B', 'Na', 'S']"
Na3Be3Pb2F13,5.3256,"['Be', 'F', 'Na', 'Pb']"
Na3BeAl(SiO4)2,4.327500000000001,"['Al', 'Be', 'Na', 'O', 'Si']"
Na3Bi,0.0,"['Bi', 'Na']"
Na3Bi(PO4)2,4.2446,"['Bi', 'Na', 'O', 'P']"
Na3BiO3,2.8428,"['Bi', 'Na', 'O']"
Na3BiO4,0.9732000000000001,"['Bi', 'Na', 'O']"
Na3BrO,1.8815,"['Br', 'Na', 'O']"
Na3Ca(BO2)5,4.556699999999999,"['B', 'Ca', 'Na', 'O']"
Na3Ca10Mn7V12O48,0.9016000000000001,"['Ca', 'Mn', 'Na', 'O', 'V']"
Na3Ca18Fe(PO4)14,2.2236000000000002,"['Ca', 'Fe', 'Na', 'O', 'P']"
Na3Ca2BiO6,1.5495,"['Bi', 'Ca', 'Na', 'O']"
Na3Ca2TaO6,4.2075,"['Ca', 'Na', 'O', 'Ta']"
Na3Ca3AlAs4,0.9426000000000001,"['Al', 'As', 'Ca', 'Na']"
Na3Ca3AlSb4,0.45860000000000006,"['Al', 'Ca', 'Na', 'Sb']"
Na3CaMg3AlF14,6.852500000000001,"['Al', 'Ca', 'F', 'Mg', 'Na']"
Na3CaPCO7,4.475,"['C', 'Ca', 'Na', 'O', 'P']"
Na3Cd,0.0,"['Cd', 'Na']"
Na3Cd2IrO6,0.0,"['Cd', 'Ir', 'Na', 'O']"
Na3Cd4P6H10(ClO8)3,3.7344,"['Cd', 'Cl', 'H', 'Na', 'O', 'P']"
Na3CdPCO7,3.1961,"['C', 'Cd', 'Na', 'O', 'P']"
Na3CeF7,2.6973000000000003,"['Ce', 'F', 'Na']"
Na3ClO,2.0299,"['Cl', 'Na', 'O']"
Na3Co2SbO6,0.8215000000000001,"['Co', 'Na', 'O', 'Sb']"
Na3CoAsCO7,2.6503,"['As', 'C', 'Co', 'Na', 'O']"
Na3CoC2ClO6,2.7796000000000003,"['C', 'Cl', 'Co', 'Na', 'O']"
Na3CoF6,2.7172,"['Co', 'F', 'Na']"
Na3CoO3,0.8294,"['Co', 'Na', 'O']"
Na3CoPCO7,2.223,"['C', 'Co', 'Na', 'O', 'P']"
Na3Cr2(AsO4)3,2.7029,"['As', 'Cr', 'Na', 'O']"
Na3Cr2(PO4)3,2.9419,"['Cr', 'Na', 'O', 'P']"
Na3Cr2(PS4)3,1.3855,"['Cr', 'Na', 'P', 'S']"
Na3Cr2P2O8F3,2.5697,"['Cr', 'F', 'Na', 'O', 'P']"
Na3CrF6,3.8005,"['Cr', 'F', 'Na']"
Na3CrO4,1.033799999999999,"['Cr', 'Na', 'O']"
Na3CrP8O23,3.675899999999999,"['Cr', 'Na', 'O', 'P']"
Na3CuF6,1.2227000000000001,"['Cu', 'F', 'Na']"
Na3CuO2,1.3047,"['Cu', 'Na', 'O']"
Na3CuO3,0.774,"['Cu', 'Na', 'O']"
Na3Dy(PO4)2,4.9519,"['Dy', 'Na', 'O', 'P']"
Na3Dy(Si2O5)3,4.77,"['Dy', 'Na', 'O', 'Si']"
Na3DyBr6,4.5039,"['Br', 'Dy', 'Na']"
Na3Er(PO4)2,4.9742,"['Er', 'Na', 'O', 'P']"
Na3ErBr6,4.5156,"['Br', 'Er', 'Na']"
Na3ErCl6,5.228,"['Cl', 'Er', 'Na']"
Na3ErV2O8,3.625499999999999,"['Er', 'Na', 'O', 'V']"
Na3Eu(CO3)3,0.0,"['C', 'Eu', 'Na', 'O']"
Na3Eu2(GeS4)2,0.0,"['Eu', 'Ge', 'Na', 'S']"
Na3Fe(PO4)2,1.6539000000000001,"['Fe', 'Na', 'O', 'P']"
Na3Fe(SO4)3,0.0,"['Fe', 'Na', 'O', 'S']"
Na3Fe2(AsO4)3,2.2743,"['As', 'Fe', 'Na', 'O']"
Na3Fe2P2O8F3,2.3434,"['F', 'Fe', 'Na', 'O', 'P']"
Na3Fe3(PO4)4,1.7179,"['Fe', 'Na', 'O', 'P']"
Na3FeAsCO7,1.7516,"['As', 'C', 'Fe', 'Na', 'O']"
Na3FeF6,3.1439,"['F', 'Fe', 'Na']"
Na3FeO3,2.3505000000000003,"['Fe', 'Na', 'O']"
Na3FePCO7,1.8038,"['C', 'Fe', 'Na', 'O', 'P']"
Na3FeS2(O4F)2,2.5691,"['F', 'Fe', 'Na', 'O', 'S']"
Na3FeSiCO7,2.764699999999999,"['C', 'Fe', 'Na', 'O', 'Si']"
Na3Ga(PO4)2,4.183,"['Ga', 'Na', 'O', 'P']"
Na3Ga3(TeO6)2,2.0272,"['Ga', 'Na', 'O', 'Te']"
Na3GaB4O9,4.536899999999999,"['B', 'Ga', 'Na', 'O']"
Na3GaP2H2O9,3.9887,"['Ga', 'H', 'Na', 'O', 'P']"
Na3GaP8O23,4.9996,"['Ga', 'Na', 'O', 'P']"
Na3GaS3,2.7699,"['Ga', 'Na', 'S']"
Na3GaSe3,2.0844,"['Ga', 'Na', 'Se']"
Na3Gd(CO3)3,0.0,"['C', 'Gd', 'Na', 'O']"
Na3Gd(PO4)2,3.035999999999999,"['Gd', 'Na', 'O', 'P']"
Na3GdI6,1.549599999999999,"['Gd', 'I', 'Na']"
Na3GeSe3,1.8880999999999992,"['Ge', 'Na', 'Se']"
Na3H(SO4)2,5.3131,"['H', 'Na', 'O', 'S']"
Na3H2OsO6,0.44930000000000003,"['H', 'Na', 'O', 'Os']"
Na3H5(SeO4)4,3.4814,"['H', 'Na', 'O', 'Se']"
Na3H6Ir,3.3028,"['H', 'Ir', 'Na']"
Na3H6Rh,3.1017,"['H', 'Na', 'Rh']"
Na3H7Os,2.6014,"['H', 'Na', 'Os']"
Na3H7Ru,2.5681000000000003,"['H', 'Na', 'Ru']"
Na3Hf2Si2PO12,4.6472999999999995,"['Hf', 'Na', 'O', 'P', 'Si']"
Na3Hg2,0.0,"['Hg', 'Na']"
Na3Ho(PO4)2,4.9965,"['Ho', 'Na', 'O', 'P']"
Na3HoBr6,4.5049,"['Br', 'Ho', 'Na']"
Na3HoCl6,5.2296,"['Cl', 'Ho', 'Na']"
Na3HoSi2O7,3.969999999999999,"['Ho', 'Na', 'O', 'Si']"
Na3In(PO4)2,3.267699999999999,"['In', 'Na', 'O', 'P']"
Na3In2(AsO4)3,2.2648,"['As', 'In', 'Na', 'O']"
Na3In2(PO4)3,3.226,"['In', 'Na', 'O', 'P']"
Na3In2Ag,0.0,"['Ag', 'In', 'Na']"
Na3In2Au,0.0,"['Au', 'In', 'Na']"
Na3InAs2,0.981399999999999,"['As', 'In', 'Na']"
Na3InBi2,0.10830000000000001,"['Bi', 'In', 'Na']"
Na3InCl6,3.7859,"['Cl', 'In', 'Na']"
Na3InF6,5.1364,"['F', 'In', 'Na']"
Na3InP2,1.3087,"['In', 'Na', 'P']"
Na3InSb2,0.6322000000000001,"['In', 'Na', 'Sb']"
Na3IrN2,0.0,"['Ir', 'N', 'Na']"
Na3La(BO3)2,3.7247999999999992,"['B', 'La', 'Na', 'O']"
Na3La9B8O27,4.0102,"['B', 'La', 'Na', 'O']"
Na3LaMn3(AsO5)3,1.4613,"['As', 'La', 'Mn', 'Na', 'O']"
Na3Li3Al2F12,7.194699999999999,"['Al', 'F', 'Li', 'Na']"
Na3Li3Cr2F12,4.1042,"['Cr', 'F', 'Li', 'Na']"
Na3Li3Fe2F12,4.0837,"['F', 'Fe', 'Li', 'Na']"
Na3Li3In2F12,5.382199999999999,"['F', 'In', 'Li', 'Na']"
Na3Li3Rh2F12,1.9933,"['F', 'Li', 'Na', 'Rh']"
Na3Li3Sc2F12,6.916,"['F', 'Li', 'Na', 'Sc']"
Na3Li3Ti2F12,0.0,"['F', 'Li', 'Na', 'Ti']"
Na3Li3V2F12,0.0,"['F', 'Li', 'Na', 'V']"
Na3LiP2O7,4.8511,"['Li', 'Na', 'O', 'P']"
Na3LiTi2F12,4.7751,"['F', 'Li', 'Na', 'Ti']"
Na3LiWO5,3.8186,"['Li', 'Na', 'O', 'W']"
Na3LiY3P3CO15F2,4.5183,"['C', 'F', 'Li', 'Na', 'O', 'P', 'Y']"
Na3LuBr6,4.5111,"['Br', 'Lu', 'Na']"
Na3LuCl6,5.624099999999999,"['Cl', 'Lu', 'Na']"
Na3Mg(BO2)5,4.8134,"['B', 'Mg', 'Na', 'O']"
Na3Mg2P5O16,4.9388000000000005,"['Mg', 'Na', 'O', 'P']"
Na3Mg3In(SO4)6,3.7666,"['In', 'Mg', 'Na', 'O', 'S']"
Na3Mg4CrSi8(O11F)2,3.449499999999999,"['Cr', 'F', 'Mg', 'Na', 'O', 'Si']"
Na3Mg4InSi8(O11F)2,4.0872,"['F', 'In', 'Mg', 'Na', 'O', 'Si']"
Na3Mg4ScSi8(O11F)2,4.553699999999999,"['F', 'Mg', 'Na', 'O', 'Sc', 'Si']"
Na3Mg5Nb(SO4)9,1.4450999999999992,"['Mg', 'Na', 'Nb', 'O', 'S']"
Na3Mg5Ta(SO4)9,2.1882,"['Mg', 'Na', 'O', 'S', 'Ta']"
Na3MgC2BrO6,3.828299999999999,"['Br', 'C', 'Mg', 'Na', 'O']"
Na3MgC2ClO6,4.2341,"['C', 'Cl', 'Mg', 'Na', 'O']"
Na3MgP2HO8,4.863899999999999,"['H', 'Mg', 'Na', 'O', 'P']"
Na3MgPCO7,4.5243,"['C', 'Mg', 'Na', 'O', 'P']"
Na3Mn2SbO6,0.8500000000000001,"['Mn', 'Na', 'O', 'Sb']"
Na3Mn4(TeO6)2,0.0,"['Mn', 'Na', 'O', 'Te']"
Na3Mn5(Ge3O10)2,0.3931,"['Ge', 'Mn', 'Na', 'O']"
Na3MnAsCO7,2.6273,"['As', 'C', 'Mn', 'Na', 'O']"
Na3MnO4,1.846099999999999,"['Mn', 'Na', 'O']"
Na3MnPCO7,2.079099999999999,"['C', 'Mn', 'Na', 'O', 'P']"
Na3MnS2(O4F)2,1.418,"['F', 'Mn', 'Na', 'O', 'S']"
Na3MnSiCO7,1.2865,"['C', 'Mn', 'Na', 'O', 'Si']"
Na3Mo(OF)3,3.9164,"['F', 'Mo', 'Na', 'O']"
Na3Mo2N5,1.8184,"['Mo', 'N', 'Na']"
Na3MoCl6,1.7232,"['Cl', 'Mo', 'Na']"
Na3MoN3,1.4075,"['Mo', 'N', 'Na']"
Na3MoO4F,4.5355,"['F', 'Mo', 'Na', 'O']"
Na3Nb34Al2O64,0.0,"['Al', 'Na', 'Nb', 'O']"
Na3NbAs2O9,3.1544,"['As', 'Na', 'Nb', 'O']"
Na3NbO4,3.768899999999999,"['Na', 'Nb', 'O']"
Na3NbOF6,5.1009,"['F', 'Na', 'Nb', 'O']"
Na3Nd(BO3)2,3.9757000000000002,"['B', 'Na', 'Nd', 'O']"
Na3Nd14(RuO6)6,0.006,"['Na', 'Nd', 'O', 'Ru']"
Na3Nd2(NO3)9,3.4712,"['N', 'Na', 'Nd', 'O']"
Na3Nd9B8O27,3.9569,"['B', 'Na', 'Nd', 'O']"
Na3Ni2SbO6,2.2487999999999992,"['Na', 'Ni', 'O', 'Sb']"
Na3NiAsCO7,3.534,"['As', 'C', 'Na', 'Ni', 'O']"
Na3NiF6,0.636,"['F', 'Na', 'Ni']"
Na3NiPCO7,4.2779,"['C', 'Na', 'Ni', 'O', 'P']"
Na3Np(HO3)2,1.4886,"['H', 'Na', 'Np', 'O']"
Na3OsN2,0.6775000000000001,"['N', 'Na', 'Os']"
Na3OsO5,0.09669999999999901,"['Na', 'O', 'Os']"
Na3P,0.4033,"['Na', 'P']"
Na3P(SO)2,3.279199999999999,"['Na', 'O', 'P', 'S']"
Na3P11,1.623899999999999,"['Na', 'P']"
Na3P6N11,0.0,"['N', 'Na', 'P']"
Na3P6N11,3.9652000000000003,"['N', 'Na', 'P']"
Na3PO4,3.9187000000000003,"['Na', 'O', 'P']"
Na3PS3O,2.8392,"['Na', 'O', 'P', 'S']"
Na3PS4,2.291899999999999,"['Na', 'P', 'S']"
Na3PSO3,4.2539,"['Na', 'O', 'P', 'S']"
Na3PSe4,1.116899999999999,"['Na', 'P', 'Se']"
Na3PaF8,4.2399000000000004,"['F', 'Na', 'Pa']"
Na3Pb2S3ClO12,4.2515,"['Cl', 'Na', 'O', 'Pb', 'S']"
Na3Pr(PO4)2,4.9068000000000005,"['Na', 'O', 'P', 'Pr']"
Na3Re2N5,0.6341999999999991,"['N', 'Na', 'Re']"
Na3ReO5,2.4306,"['Na', 'O', 'Re']"
Na3RuO4,0.0,"['Na', 'O', 'Ru']"
Na3SO4F,5.3459,"['F', 'Na', 'O', 'S']"
Na3Sb,0.3946,"['Na', 'Sb']"
Na3Sb3(AsO7)2,1.8894000000000002,"['As', 'Na', 'O', 'Sb']"
Na3Sb3(PO7)2,2.1435,"['Na', 'O', 'P', 'Sb']"
Na3SbO3,3.0866,"['Na', 'O', 'Sb']"
Na3SbO4,2.1351,"['Na', 'O', 'Sb']"
Na3SbP2O9,2.7687,"['Na', 'O', 'P', 'Sb']"
Na3SbS3,2.3949,"['Na', 'S', 'Sb']"
Na3SbS4,0.0,"['Na', 'S', 'Sb']"
Na3SbSe3,1.9982000000000002,"['Na', 'Sb', 'Se']"
Na3SbSe4,0.9870999999999991,"['Na', 'Sb', 'Se']"
Na3Sc(BO3)2,3.6398,"['B', 'Na', 'O', 'Sc']"
Na3Sc2(BO3)3,3.7232000000000003,"['B', 'Na', 'O', 'Sc']"
Na3Sc2(PO4)3,4.6584,"['Na', 'O', 'P', 'Sc']"
Na3Sc2V3O12,3.2558,"['Na', 'O', 'Sc', 'V']"
Na3ScBr6,3.3749000000000002,"['Br', 'Na', 'Sc']"
Na3ScCl6,3.9823,"['Cl', 'Na', 'Sc']"
Na3ScF6,6.8442,"['F', 'Na', 'Sc']"
Na3ScSi2O7,4.0305,"['Na', 'O', 'Sc', 'Si']"
Na3Si3SnO9F,3.839199999999999,"['F', 'Na', 'O', 'Si', 'Sn']"
Na3SiBiCO7,3.4077,"['Bi', 'C', 'Na', 'O', 'Si']"
Na3SiSe4,1.809699999999999,"['Na', 'Se', 'Si']"
Na3SiSnBO7,2.9085,"['B', 'Na', 'O', 'Si', 'Sn']"
Na3SiTe3,1.9397000000000002,"['Na', 'Si', 'Te']"
Na3Sm(PO4)2,4.9207,"['Na', 'O', 'P', 'Sm']"
Na3Sm17Si12(O25F)2,4.657,"['F', 'Na', 'O', 'Si', 'Sm']"
Na3Sm7Cl24,4.571199999999999,"['Cl', 'Na', 'Sm']"
Na3Sm7Cl24,4.3094,"['Cl', 'Na', 'Sm']"
Na3SmMn3(AsO5)3,1.3801,"['As', 'Mn', 'Na', 'O', 'Sm']"
Na3Sr(BO2)5,4.5614,"['B', 'Na', 'O', 'Sr']"
Na3Sr3AlP4,1.1229,"['Al', 'Na', 'P', 'Sr']"
Na3Sr3GaAs4,0.43770000000000003,"['As', 'Ga', 'Na', 'Sr']"
Na3Sr3GaP4,0.746699999999999,"['Ga', 'Na', 'P', 'Sr']"
Na3Sr3GaSb4,0.30660000000000004,"['Ga', 'Na', 'Sb', 'Sr']"
Na3SrLaZnSi6O17,4.7991,"['La', 'Na', 'O', 'Si', 'Sr', 'Zn']"
Na3SrTa4O12,0.0,"['Na', 'O', 'Sr', 'Ta']"
Na3TaF8,4.8651,"['F', 'Na', 'Ta']"
Na3TaS4,2.5894,"['Na', 'S', 'Ta']"
Na3Tb(PO4)2,4.954,"['Na', 'O', 'P', 'Tb']"
Na3TbBr6,4.4469,"['Br', 'Na', 'Tb']"
Na3TiF6,0.154399999999999,"['F', 'Na', 'Ti']"
Na3TiF8,1.2639,"['F', 'Na', 'Ti']"
Na3TlO2,1.8471000000000002,"['Na', 'O', 'Tl']"
Na3Tm(SiO3)3,4.2135,"['Na', 'O', 'Si', 'Tm']"
Na3TmBr6,4.4757,"['Br', 'Na', 'Tm']"
Na3TmCl6,5.609400000000001,"['Cl', 'Na', 'Tm']"
Na3TmSi2O7,3.96,"['Na', 'O', 'Si', 'Tm']"
Na3U6AlF30,0.25109999999999905,"['Al', 'F', 'Na', 'U']"
Na3U6TiF30,0.026699999999999002,"['F', 'Na', 'Ti', 'U']"
Na3UF8,0.0,"['F', 'Na', 'U']"
Na3UO4,0.12410000000000002,"['Na', 'O', 'U']"
Na3V2(PO4)3,1.9166,"['Na', 'O', 'P', 'V']"
Na3V2P2O8F3,2.272199999999999,"['F', 'Na', 'O', 'P', 'V']"
Na3V3Cr2O12,2.3608000000000002,"['Cr', 'Na', 'O', 'V']"
Na3VH11IO13,2.5564,"['H', 'I', 'Na', 'O', 'V']"
Na3VO4,4.0626,"['Na', 'O', 'V']"
Na3VP8O23,2.4538,"['Na', 'O', 'P', 'V']"
Na3VS2(O4F)2,2.427699999999999,"['F', 'Na', 'O', 'S', 'V']"
Na3VS4,1.4686,"['Na', 'S', 'V']"
Na3VSi4(HO6)2,0.06010000000000001,"['H', 'Na', 'O', 'Si', 'V']"
Na3VSiCO7,1.9010999999999991,"['C', 'Na', 'O', 'Si', 'V']"
Na3W2N5,2.240199999999999,"['N', 'Na', 'W']"
Na3W3Cl13,0.919,"['Cl', 'Na', 'W']"
Na3WN3,1.845899999999999,"['N', 'Na', 'W']"
Na3Y(BO3)2,3.777,"['B', 'Na', 'O', 'Y']"
Na3Y(CO3)3,5.0193,"['C', 'Na', 'O', 'Y']"
Na3Y(PO4)2,4.964,"['Na', 'O', 'P', 'Y']"
Na3Y(Si2O5)3,4.609,"['Na', 'O', 'Si', 'Y']"
Na3Y(SiO3)3,4.2323,"['Na', 'O', 'Si', 'Y']"
Na3YCl6,5.1827,"['Cl', 'Na', 'Y']"
Na3YH6(CO4)3,5.0238,"['C', 'H', 'Na', 'O', 'Y']"
Na3YSi3(HO2)6,4.9797,"['H', 'Na', 'O', 'Si', 'Y']"
Na3Zn(BO2)5,4.2437,"['B', 'Na', 'O', 'Zn']"
Na3Zr2Si2PO12,4.5392,"['Na', 'O', 'P', 'Si', 'Zr']"
Na4(NiO2)5,0.517199999999999,"['Na', 'Ni', 'O']"
Na4(NiO2)9,0.0,"['Na', 'Ni', 'O']"
Na4Al3Ge3BrO12,3.8809,"['Al', 'Br', 'Ge', 'Na', 'O']"
Na4Al3Ge3ClO12,4.0831,"['Al', 'Cl', 'Ge', 'Na', 'O']"
Na4Al3Ge3IO12,3.5794,"['Al', 'Ge', 'I', 'Na', 'O']"
Na4Al3Si3B(HO3)4,4.9487000000000005,"['Al', 'B', 'H', 'Na', 'O', 'Si']"
Na4Al3Si3BrO12,4.793100000000001,"['Al', 'Br', 'Na', 'O', 'Si']"
Na4Al3Si3CNO13,4.369400000000001,"['Al', 'C', 'N', 'Na', 'O', 'Si']"
Na4Al3Si3ClO12,4.697500000000001,"['Al', 'Cl', 'Na', 'O', 'Si']"
Na4Al3Si3HO13,4.0558,"['Al', 'H', 'Na', 'O', 'Si']"
Na4Al3Si3IO12,4.151299999999999,"['Al', 'I', 'Na', 'O', 'Si']"
Na4AlP2HO9,4.6898,"['Al', 'H', 'Na', 'O', 'P']"
Na4As2O7,3.2056,"['As', 'Na', 'O']"
Na4B2O5,3.6854,"['B', 'Na', 'O']"
Na4Be2Si6Sn(HO5)4,4.0735,"['Be', 'H', 'Na', 'O', 'Si', 'Sn']"
Na4BeAlSi4ClO12,4.6344,"['Al', 'Be', 'Cl', 'Na', 'O', 'Si']"
Na4Ca2SiAs4,0.631899999999999,"['As', 'Ca', 'Na', 'Si']"
Na4Ca2SiP4,1.0094,"['Ca', 'Na', 'P', 'Si']"
Na4CaZr2TiSi4(O8F)2,3.3247,"['Ca', 'F', 'Na', 'O', 'Si', 'Ti', 'Zr']"
Na4Cd2Si3O10,2.750499999999999,"['Cd', 'Na', 'O', 'Si']"
Na4Cd3H2(C2O7)2,2.666,"['C', 'Cd', 'H', 'Na', 'O']"
Na4Cd3Se5,1.0243,"['Cd', 'Na', 'Se']"
Na4CdP2,0.739499999999999,"['Cd', 'Na', 'P']"
Na4Ce(As2O7)2,1.5424,"['As', 'Ce', 'Na', 'O']"
Na4Co9(MoO4)12,0.6292999999999991,"['Co', 'Mo', 'Na', 'O']"
Na4CoO3,1.1481,"['Co', 'Na', 'O']"
Na4CoO4,1.2643,"['Co', 'Na', 'O']"
Na4CrO4,0.0,"['Cr', 'Na', 'O']"
Na4Cu2S3,2.0854,"['Cu', 'Na', 'S']"
Na4Eu(GeSe3)2,0.38779999999999903,"['Eu', 'Ge', 'Na', 'Se']"
Na4Eu(SiTe3)2,0.525799999999999,"['Eu', 'Na', 'Si', 'Te']"
Na4Eu2GeP4,0.0,"['Eu', 'Ge', 'Na', 'P']"
Na4Eu2SiAs4,0.0,"['As', 'Eu', 'Na', 'Si']"
Na4Eu2SiP4,0.0,"['Eu', 'Na', 'P', 'Si']"
Na4FeO4,1.763199999999999,"['Fe', 'Na', 'O']"
Na4Ga2S5,2.8850000000000002,"['Ga', 'Na', 'S']"
Na4Ga3Si3B(HO3)4,4.2524,"['B', 'Ga', 'H', 'Na', 'O', 'Si']"
Na4Ga3Si3BrO12,4.2352,"['Br', 'Ga', 'Na', 'O', 'Si']"
Na4Ga3Si3ClO12,4.2889,"['Cl', 'Ga', 'Na', 'O', 'Si']"
Na4Ga3Si3IO12,3.6096999999999992,"['Ga', 'I', 'Na', 'O', 'Si']"
Na4Ge2PbS6,2.0553,"['Ge', 'Na', 'Pb', 'S']"
Na4Ge2Se5,1.6797,"['Ge', 'Na', 'Se']"
Na4Ge2Te5,1.0023,"['Ge', 'Na', 'Te']"
Na4Ge9O20,3.1508,"['Ge', 'Na', 'O']"
Na4GeO4,2.8173,"['Ge', 'Na', 'O']"
Na4GeSe4,1.7906,"['Ge', 'Na', 'Se']"
Na4H6Ru,2.0349,"['H', 'Na', 'Ru']"
Na4Hf2(GeO4)3,3.746299999999999,"['Ge', 'Hf', 'Na', 'O']"
Na4Hf2(SiO4)3,4.179699999999999,"['Hf', 'Na', 'O', 'Si']"
Na4HgP2,0.036499999999999005,"['Hg', 'Na', 'P']"
Na4I2O,2.2131,"['I', 'Na', 'O']"
Na4IrO4,0.4312,"['Ir', 'Na', 'O']"
Na4La31(CoI12)5,0.012599999999999001,"['Co', 'I', 'La', 'Na']"
Na4Li5(BO3)3,3.9373,"['B', 'Li', 'Na', 'O']"
Na4LuC3O9F,4.511100000000001,"['C', 'F', 'Lu', 'Na', 'O']"
Na4Mg(GeSe3)2,1.822099999999999,"['Ge', 'Mg', 'Na', 'Se']"
Na4Mg(SiSe3)2,2.7632,"['Mg', 'Na', 'Se', 'Si']"
Na4Mg3P4O15,4.9429,"['Mg', 'Na', 'O', 'P']"
Na4MgFe(PO4)3,2.245999999999999,"['Fe', 'Mg', 'Na', 'O', 'P']"
Na4MgSc(PO4)3,4.5314,"['Mg', 'Na', 'O', 'P', 'Sc']"
Na4Mn2O5,0.0,"['Mn', 'Na', 'O']"
Na4Mn2P2O7F6,1.585799999999999,"['F', 'Mn', 'Na', 'O', 'P']"
Na4MoO5,2.9246,"['Mo', 'Na', 'O']"
Na4MoS3O14,2.7865,"['Mo', 'Na', 'O', 'S']"
Na4Ni3P4O15,3.8566000000000003,"['Na', 'Ni', 'O', 'P']"
Na4Ni5(P3O11)2,3.4051,"['Na', 'Ni', 'O', 'P']"
Na4NiP2O7F2,4.258,"['F', 'Na', 'Ni', 'O', 'P']"
Na4NpO5,0.6496000000000001,"['Na', 'Np', 'O']"
Na4P2O7,4.63,"['Na', 'O', 'P']"
Na4PbO4,1.2998,"['Na', 'O', 'Pb']"
Na4PuH7O9,0.8335,"['H', 'Na', 'O', 'Pu']"
Na4ReN3,2.4384,"['N', 'Na', 'Re']"
Na4Sc2Si4O13,4.8179,"['Na', 'O', 'Sc', 'Si']"
Na4SeO5,1.3349,"['Na', 'O', 'Se']"
Na4Si2PbSe6,2.0895,"['Na', 'Pb', 'Se', 'Si']"
Na4Si2Te5,1.9301,"['Na', 'Si', 'Te']"
Na4SiO4,3.2221,"['Na', 'O', 'Si']"
Na4SiSe4,2.5923,"['Na', 'Se', 'Si']"
Na4Sn(GeS3)2,1.8668,"['Ge', 'Na', 'S', 'Sn']"
Na4Sn3F10,3.5349,"['F', 'Na', 'Sn']"
Na4Sn3S8,1.650599999999999,"['Na', 'S', 'Sn']"
Na4SnO3,1.8842,"['Na', 'O', 'Sn']"
Na4SnO4,2.0838,"['Na', 'O', 'Sn']"
Na4SnS4,2.078,"['Na', 'S', 'Sn']"
Na4SnSe4,1.4647000000000001,"['Na', 'Se', 'Sn']"
Na4SnTe4,1.0196,"['Na', 'Sn', 'Te']"
Na4Sr2SiAs4,0.5886,"['As', 'Na', 'Si', 'Sr']"
Na4Sr2SiP4,0.9527000000000001,"['Na', 'P', 'Si', 'Sr']"
